season,team,games,points_allowed_sum,pa_pts_sum,sacks,ints,fr,safeties,blk_punts,blk_fgs,ret_td,takeaways,dst_fp_calc,ppg_calc,sacks_pg,takeaways_pg,fp,fp_delta
2000,PHI,15,238,30,48,18,18,0,0,0,4,36,174,11.6,3.2,2.4,174,0
2000,PIT,15,234,47,33,16,28,1,0,1,1,44,178,11.86666667,2.2,2.933333333,178,0
2000,SD,14,364,-7,35,13,24,1,1,0,3,37,124,8.857142857,2.5,2.642857143,124,0
2000,SEA,15,363,-1,27,17,24,0,0,0,3,41,126,8.4,1.8,2.733333333,126,0
2000,SF,15,384,4,34,13,18,0,0,0,2,31,112,7.466666667,2.266666667,2.066666667,112,0
2000,STL,15,450,-18,49,18,17,0,0,0,2,35,113,7.533333333,3.266666667,2.333333333,113,0
2000,TB,15,252,28,54,23,18,1,3,3,5,41,208,13.86666667,3.6,2.733333333,208,0
2000,TEN,15,191,45,51,15,19,0,0,1,4,34,190,12.66666667,3.4,2.266666667,190,0
2000,WAS,15,266,23,44,14,24,1,0,1,0,38,147,9.8,2.933333333,2.533333333,147,0
2001,ARI,15,323,3,19,16,16,0,0,1,2,32,100,6.666666667,1.266666667,2.133333333,100,0
2001,ATL,15,346,0,35,15,27,0,0,1,0,42,121,8.066666667,2.333333333,2.8,121,0
2001,BAL,15,244,40,40,14,25,0,0,0,1,39,164,10.93333333,2.666666667,2.6,164,0
2001,BUF,15,380,0,31,11,20,0,0,1,4,31,119,7.933333333,2.066666667,2.066666667,119,0
2001,CAR,15,372,2,25,22,27,0,0,0,4,49,149,9.933333333,1.666666667,3.266666667,149,0
2001,CHI,15,190,55,44,17,28,1,0,1,3,45,211,14.06666667,2.933333333,3,211,0
2001,CIN,15,262,17,45,13,28,0,0,0,1,41,150,10,3,2.733333333,150,0
2001,CLE,15,279,21,41,30,23,1,0,0,4,53,194,12.93333333,2.733333333,3.533333333,194,0
2001,DAL,15,323,10,24,9,25,1,0,0,4,34,128,8.533333333,1.6,2.266666667,128,0
2001,DEN,15,310,10,38,21,25,0,0,0,2,46,152,10.13333333,2.533333333,3.066666667,152,0
2001,DET,15,414,-12,31,15,15,0,0,2,3,30,101,6.733333333,2.066666667,2,101,0
2001,GB,15,229,38,51,18,31,1,0,0,3,49,207,13.8,3.4,3.266666667,207,0
2001,IND,15,476,-26,35,11,15,0,0,1,3,26,81,5.4,2.333333333,1.733333333,81,0
2001,JAX,15,371,-3,42,12,8,2,0,1,1,20,91,6.066666667,2.8,1.333333333,91,0
2001,KC,15,303,15,30,11,24,1,1,0,1,35,125,8.333333333,2,2.333333333,125,0
2001,MIA,15,283,20,35,14,16,0,0,1,4,30,141,9.4,2.333333333,2,141,0
2001,MIN,15,371,0,28,8,27,0,0,0,1,35,104,6.933333333,1.866666667,2.333333333,104,0
2001,NE,15,266,26,38,19,23,0,0,3,4,42,178,11.86666667,2.533333333,2.8,178,0
2001,NO,15,371,0,51,15,30,1,0,0,0,45,143,9.533333333,3.4,3,143,0
2001,NYG,15,287,21,45,15,34,0,1,0,1,49,172,11.46666667,3,3.266666667,172,0
2001,NYJ,15,273,23,32,20,32,0,1,0,2,52,173,11.53333333,2.133333333,3.466666667,173,0
2001,OAK,15,303,17,38,15,16,0,0,3,4,31,147,9.8,2.533333333,2.066666667,147,0
2001,PHI,15,195,43,42,13,28,0,1,1,3,41,189,12.6,2.8,2.733333333,189,0
2001,PIT,15,187,45,51,14,27,0,0,0,2,41,190,12.66666667,3.4,2.733333333,190,0
2001,SD,16,321,18,41,19,26,0,0,1,4,45,175,10.9375,2.5625,2.8125,175,0
2001,SEA,15,306,15,35,13,24,0,1,0,2,37,138,9.2,2.333333333,2.466666667,138,0
2001,SF,15,282,31,29,20,18,0,1,1,2,38,152,10.13333333,1.933333333,2.533333333,152,0
2001,STL,15,260,26,40,20,24,0,0,0,4,44,178,11.86666667,2.666666667,2.933333333,178,0
2001,TB,15,263,26,41,26,16,0,2,0,3,42,173,11.53333333,2.733333333,2.8,173,0
2001,TEN,15,359,2,31,11,18,1,1,1,1,29,103,6.866666667,2.066666667,1.933333333,103,0
2001,WAS,15,286,16,23,22,26,1,0,0,3,48,155,10.33333333,1.533333333,3.2,155,0
2002,ARI,15,380,1,19,17,21,0,0,0,3,38,114,7.6,1.266666667,2.533333333,114,0
2002,ATL,15,290,24,44,21,19,0,0,2,2,40,164,10.93333333,2.933333333,2.666666667,164,0
2002,BAL,15,320,8,29,23,17,0,3,0,3,40,141,9.4,1.933333333,2.666666667,141,0
2002,BUF,15,388,-5,29,8,19,0,0,0,2,27,90,6,1.933333333,1.8,90,0
2002,CAR,15,296,16,48,15,21,1,0,2,3,36,160,10.66666667,3.2,2.4,160,0
2002,CHI,15,364,4,30,9,28,0,1,2,0,37,114,7.6,2,2.466666667,114,0
2002,CIN,15,429,-9,22,9,19,0,0,1,3,28,89,5.933333333,1.466666667,1.866666667,89,0
2002,CLE,15,292,14,26,16,19,0,1,4,3,35,138,9.2,1.733333333,2.333333333,138,0
2002,DAL,15,309,12,23,17,20,0,1,1,4,37,137,9.133333333,1.533333333,2.466666667,137,0
2002,DEN,15,337,6,37,8,23,1,2,1,2,31,125,8.333333333,2.466666667,2.066666667,125,0
2002,DET,15,413,-16,30,9,18,0,1,1,4,27,96,6.4,2,1.8,96,0
2002,GB,15,286,18,42,24,35,0,0,0,4,59,202,13.46666667,2.8,3.933333333,202,0
2002,HOU,15,329,10,33,10,30,3,1,0,3,40,149,9.933333333,2.2,2.666666667,149,0
2002,IND,15,282,24,33,10,28,0,0,0,1,38,139,9.266666667,2.2,2.533333333,139,0
2002,JAX,15,417,-16,36,14,9,2,1,2,0,23,76,5.066666667,2.4,1.533333333,76,0
2002,KC,15,375,-2,33,18,16,0,2,1,3,34,123,8.2,2.2,2.266666667,123,0
2002,MIA,15,274,26,46,20,17,0,0,0,1,37,152,10.13333333,3.066666667,2.466666667,152,0
2002,MIN,15,406,-10,27,13,22,1,0,2,0,35,93,6.2,1.8,2.333333333,93,0
2002,NE,15,322,8,32,18,24,0,0,3,5,42,160,10.66666667,2.133333333,2.8,160,0
2002,NO,15,378,-6,36,18,27,0,3,1,4,45,152,10.13333333,2.4,3,152,0
2002,NYG,15,272,17,36,10,25,0,1,2,1,35,135,9,2.4,2.333333333,135,0
2002,NYJ,15,295,22,29,14,17,0,1,0,4,31,139,9.266666667,1.933333333,2.066666667,139,0
2002,OAK,15,304,9,42,20,20,0,0,1,6,40,169,11.26666667,2.8,2.666666667,169,0
2002,PHI,15,213,40,55,14,32,0,0,0,4,46,211,14.06666667,3.666666667,3.066666667,211,0
2002,PIT,15,296,19,47,17,27,0,1,1,2,44,170,11.33333333,3.133333333,2.933333333,170,0
2002,SD,15,336,10,36,15,16,1,1,2,1,31,122,8.133333333,2.4,2.066666667,122,0
2002,SEA,15,341,8,25,18,21,0,0,0,3,39,129,8.6,1.666666667,2.6,129,0
2002,SF,15,320,8,29,17,12,0,0,1,2,29,109,7.266666667,1.933333333,1.933333333,109,0
2002,STL,15,349,3,35,12,22,0,0,0,1,34,112,7.466666667,2.333333333,2.266666667,112,0
2002,TB,15,196,46,42,27,16,2,0,1,5,43,210,14,2.8,2.866666667,210,0
2002,TEN,15,315,14,37,17,20,0,0,0,3,37,143,9.533333333,2.466666667,2.466666667,143,0
2002,WAS,15,339,4,35,13,21,0,1,0,2,34,121,8.066666667,2.333333333,2.266666667,121,0
2003,ARI,15,435,-16,19,12,18,0,1,0,2,30,77,5.133333333,1.266666667,2,77,0
2003,ATL,15,408,-13,35,15,25,0,0,1,4,40,128,8.533333333,2.333333333,2.666666667,128,0
2003,BAL,15,271,35,43,21,31,0,2,0,4,52,210,14,2.866666667,3.466666667,210,0
2003,BUF,15,248,31,36,10,25,3,1,0,2,35,157,10.46666667,2.4,2.333333333,157,0
2003,CAR,15,280,15,37,12,26,1,1,3,3,38,156,10.4,2.466666667,2.533333333,156,0
2003,CHI,15,315,14,18,14,20,0,0,1,4,34,126,8.4,1.2,2.266666667,126,0
2003,CIN,15,362,-3,30,14,15,0,0,1,1,29,93,6.2,2,1.933333333,93,0
2003,CLE,15,308,21,31,14,22,0,1,0,1,36,132,8.8,2.066666667,2.4,132,0
2003,DAL,15,247,36,32,13,25,2,0,0,3,38,166,11.06666667,2.133333333,2.533333333,166,0
2003,DEN,15,270,21,34,8,28,1,1,0,3,36,149,9.933333333,2.266666667,2.4,149,0
2003,DET,15,359,-3,24,14,24,0,0,2,4,38,125,8.333333333,1.6,2.533333333,125,0
2003,GB,15,304,18,35,19,18,0,1,0,2,37,141,9.4,2.333333333,2.466666667,141,0
2003,HOU,15,360,2,18,13,15,0,1,2,1,28,88,5.866666667,1.2,1.866666667,88,0
2003,IND,15,319,10,31,14,25,0,0,0,3,39,137,9.133333333,2.066666667,2.6,137,0
2003,JAX,15,310,17,22,14,21,0,0,0,0,35,109,7.266666667,1.466666667,2.333333333,109,0
2003,KC,15,329,9,32,23,18,0,0,1,7,41,167,11.13333333,2.133333333,2.733333333,167,0
2003,MIA,15,240,36,41,22,22,1,0,0,2,44,179,11.93333333,2.733333333,2.933333333,179,0
2003,MIN,15,335,9,29,27,25,1,1,0,4,52,170,11.33333333,1.933333333,3.466666667,170,0
2003,NE,15,238,45,36,27,21,1,0,2,6,48,219,14.6,2.4,3.2,219,0
2003,NO,15,319,9,29,11,22,0,1,3,2,33,124,8.266666667,1.933333333,2.2,124,0
2003,NYG,15,350,-3,40,9,26,0,0,1,2,35,121,8.066666667,2.666666667,2.333333333,121,0
2003,NYJ,15,276,21,34,10,20,0,0,0,1,30,121,8.066666667,2.266666667,2,121,0
2003,OAK,15,358,3,22,14,19,1,2,0,3,33,115,7.666666667,1.466666667,2.2,115,0
2003,PHI,15,280,19,34,12,21,1,1,1,3,33,143,9.533333333,2.266666667,2.2,143,0
2003,PIT,15,314,17,33,13,22,0,0,0,4,35,144,9.6,2.2,2.333333333,144,0
2003,SD,15,427,-16,26,12,14,0,0,0,1,26,68,4.533333333,1.733333333,1.733333333,68,0
2003,SEA,15,310,16,39,15,20,1,1,0,1,35,135,9,2.6,2.333333333,135,0
2003,SF,15,313,7,41,21,22,1,1,0,2,43,150,10,2.733333333,2.866666667,150,0
2003,STL,15,298,18,41,23,33,1,1,1,4,56,201,13.4,2.733333333,3.733333333,201,0
2003,TB,15,231,44,36,19,26,1,1,2,3,45,196,13.06666667,2.4,3,196,0
2003,TEN,15,311,15,36,18,22,2,0,0,4,40,159,10.6,2.4,2.666666667,159,0
2003,WAS,15,341,4,27,17,20,1,0,0,1,37,113,7.533333333,1.8,2.466666667,113,0
2004,ARI,15,315,12,33,13,31,1,1,1,1,44,145,9.666666667,2.2,2.933333333,145,0
2004,ATL,15,309,15,44,18,23,0,0,1,4,41,167,11.13333333,2.933333333,2.733333333,167,0
2004,BAL,15,245,30,36,18,24,0,0,0,6,42,186,12.4,2.4,2.8,186,0
2004,BUF,15,255,26,44,22,26,1,1,0,8,48,218,14.53333333,2.933333333,3.2,218,0
2004,CAR,15,318,9,31,26,23,0,1,1,2,49,154,10.26666667,2.066666667,3.266666667,154,0
2004,CHI,15,300,10,32,17,23,2,0,1,6,40,164,10.93333333,2.133333333,2.666666667,164,0
2004,CIN,15,362,6,34,17,19,0,0,0,3,36,130,8.666666667,2.266666667,2.4,130,0
2004,CLE,15,376,5,26,15,21,0,0,1,2,36,117,7.8,1.733333333,2.4,117,0
2004,DAL,15,377,-2,32,12,20,0,0,0,0,32,94,6.266666667,2.133333333,2.133333333,94,0
2004,DEN,15,290,22,37,12,16,0,0,0,2,28,127,8.466666667,2.466666667,1.866666667,127,0
2004,DET,15,326,9,38,14,15,1,0,1,5,29,139,9.266666667,2.533333333,1.933333333,139,0
2004,GB,15,366,-1,31,7,18,0,0,1,1,25,88,5.866666667,2.066666667,1.666666667,88,0
2004,HOU,15,317,21,23,20,18,0,1,0,2,38,134,8.933333333,1.533333333,2.533333333,134,0
2004,IND,15,318,10,44,19,25,0,0,1,3,44,162,10.8,2.933333333,2.933333333,162,0
2004,JAX,15,274,24,35,13,19,2,0,1,0,32,129,8.6,2.333333333,2.133333333,129,0
2004,KC,15,411,-8,40,12,15,0,0,0,3,27,104,6.933333333,2.666666667,1.8,104,0
2004,MIA,15,324,4,36,15,31,0,0,0,0,46,132,8.8,2.4,3.066666667,132,0
2004,MIN,15,374,3,36,10,20,0,0,0,2,30,111,7.4,2.4,2,111,0
2004,NE,15,253,29,45,20,23,0,0,0,2,43,172,11.46666667,3,2.866666667,172,0
2004,NO,15,387,-2,31,13,28,1,1,0,2,41,127,8.466666667,2.066666667,2.733333333,127,0
2004,NYG,15,323,10,37,13,29,0,0,0,2,42,143,9.533333333,2.466666667,2.8,143,0
2004,NYJ,15,229,27,33,17,26,0,0,0,1,43,152,10.13333333,2.2,2.866666667,152,0
2004,OAK,15,429,-17,25,8,15,1,1,2,2,23,74,4.933333333,1.666666667,1.533333333,74,0
2004,PHI,15,222,37,47,17,15,0,1,0,2,32,162,10.8,3.133333333,2.133333333,162,0
2004,PIT,15,227,34,39,18,19,1,0,0,3,37,167,11.13333333,2.6,2.466666667,167,0
2004,SD,15,296,19,29,19,22,0,0,0,2,41,142,9.466666667,1.933333333,2.733333333,142,0
2004,SEA,15,347,9,33,22,20,0,0,0,3,42,144,9.6,2.2,2.8,144,0
2004,SF,15,431,-19,28,8,25,1,1,0,1,33,85,5.666666667,1.866666667,2.2,85,0
2004,STL,15,363,4,30,6,17,0,0,0,0,23,80,5.333333333,2,1.533333333,80,0
2004,TB,15,292,20,44,15,22,0,0,1,2,37,152,10.13333333,2.933333333,2.466666667,152,0
2004,TEN,15,420,-18,30,17,30,0,0,1,1,47,114,7.6,2,3.133333333,114,0
2004,WAS,15,247,24,35,18,18,0,2,0,1,36,141,9.4,2.333333333,2.4,141,0
2005,ARI,15,370,-2,35,14,20,0,0,0,3,34,119,7.933333333,2.333333333,2.266666667,119,0
2005,ATL,15,297,16,36,16,19,1,0,1,0,35,126,8.4,2.4,2.333333333,126,0
2005,BAL,15,279,25,38,10,25,0,0,0,1,35,139,9.266666667,2.533333333,2.333333333,139,0
2005,BUF,15,337,3,34,17,22,1,0,0,2,39,129,8.6,2.266666667,2.6,129,0
2005,CAR,15,248,31,39,22,27,0,0,2,2,49,184,12.26666667,2.6,3.266666667,184,0
2005,CHI,15,168,57,40,24,27,0,0,0,5,51,229,15.26666667,2.666666667,3.4,229,0
2005,CIN,15,313,12,27,31,21,0,0,0,1,52,149,9.933333333,1.8,3.466666667,149,0
2005,CLE,15,285,23,23,13,19,0,0,2,1,32,120,8,1.533333333,2.133333333,120,0
2005,DAL,15,288,16,35,15,28,0,0,0,2,43,149,9.933333333,2.333333333,2.866666667,149,0
2005,DEN,15,251,30,23,19,22,0,0,1,3,41,155,10.33333333,1.533333333,2.733333333,155,0
2005,DET,15,310,10,30,17,20,1,0,2,2,37,132,8.8,2,2.466666667,132,0
2005,GB,15,327,7,32,9,25,0,0,0,3,34,125,8.333333333,2.133333333,2.266666667,125,0
2005,HOU,15,411,-12,34,6,26,0,0,0,2,32,98,6.533333333,2.266666667,2.133333333,98,0
2005,IND,15,234,35,42,17,16,0,0,0,2,33,155,10.33333333,2.8,2.2,155,0
2005,JAX,15,256,19,45,19,19,0,1,1,3,38,162,10.8,3,2.533333333,162,0
2005,KC,15,322,5,27,14,24,0,0,2,2,38,124,8.266666667,1.8,2.533333333,124,0
2005,MIA,15,291,16,48,13,33,2,0,0,0,46,160,10.66666667,3.2,3.066666667,160,0
2005,MIN,15,334,1,30,24,19,0,0,0,5,43,147,9.8,2,2.866666667,147,0
2005,NE,15,310,14,30,11,15,0,0,0,2,26,108,7.2,2,1.733333333,108,0
2005,NO,15,371,0,25,10,12,0,0,1,0,22,71,4.733333333,1.666666667,1.466666667,71,0
2005,NYG,15,293,20,38,17,26,0,1,2,3,43,168,11.2,2.533333333,2.866666667,168,0
2005,NYJ,15,329,14,29,17,23,0,0,0,1,40,129,8.6,1.933333333,2.666666667,129,0
2005,OAK,15,353,9,34,5,26,0,1,1,0,31,109,7.266666667,2.266666667,2.066666667,109,0
2005,PHI,15,357,1,28,16,25,0,0,1,1,41,119,7.933333333,1.866666667,2.733333333,119,0
2005,PIT,15,237,34,46,15,26,1,0,1,1,41,172,11.46666667,3.066666667,2.733333333,172,0
2005,SD,15,289,11,44,10,18,0,0,0,2,28,123,8.2,2.933333333,1.866666667,123,0
2005,SEA,15,248,33,46,15,17,0,0,2,2,32,159,10.6,3.066666667,2.133333333,159,0
2005,SF,15,411,-7,28,14,26,0,1,0,3,40,121,8.066666667,1.866666667,2.666666667,121,0
2005,STL,15,419,-12,36,11,22,1,1,1,3,33,114,7.6,2.4,2.2,114,0
2005,TB,15,261,31,31,15,16,1,0,1,0,31,128,8.533333333,2.066666667,2.066666667,128,0
2005,TEN,15,381,-3,38,9,22,1,1,2,3,31,123,8.2,2.533333333,2.066666667,123,0
2005,WAS,15,273,18,31,14,18,0,1,1,3,32,135,9,2.066666667,2.133333333,135,0
2006,ARI,15,362,-2,35,15,32,0,0,1,2,47,141,9.4,2.333333333,3.133333333,141,0
2006,ATL,15,304,21,37,12,23,0,0,0,1,35,134,8.933333333,2.466666667,2.333333333,134,0
2006,BAL,15,194,53,57,26,21,2,0,1,4,47,234,15.6,3.8,3.133333333,234,0
2006,BUF,15,292,23,37,12,23,0,1,0,3,35,150,10,2.466666667,2.333333333,150,0
2006,CAR,15,284,20,36,13,15,1,0,2,1,28,124,8.266666667,2.4,1.866666667,124,0
2006,CHI,15,229,43,36,22,29,1,0,1,6,51,221,14.73333333,2.4,3.4,221,0
2006,CIN,15,308,15,34,18,24,0,0,1,1,42,141,9.4,2.266666667,2.8,141,0
2006,CLE,15,342,6,29,17,14,0,0,1,2,31,111,7.4,1.933333333,2.066666667,111,0
2006,DAL,15,311,9,29,17,22,0,0,0,3,39,134,8.933333333,1.933333333,2.6,134,0
2006,DEN,15,279,23,32,16,26,0,0,1,1,42,147,9.8,2.133333333,2.8,147,0
2006,DET,15,367,-1,25,11,23,1,1,2,1,34,106,7.066666667,1.666666667,2.266666667,106,0
2006,GB,15,359,-1,44,18,14,0,0,0,2,32,119,7.933333333,2.933333333,2.133333333,119,0
2006,HOU,15,360,0,27,10,20,0,0,0,1,30,93,6.2,1.8,2,93,0
2006,IND,15,338,1,23,14,11,0,0,0,1,25,80,5.333333333,1.533333333,1.666666667,80,0
2006,JAX,15,239,41,32,18,10,0,2,0,2,28,145,9.666666667,2.133333333,1.866666667,145,0
2006,KC,15,285,25,29,14,24,0,1,0,1,38,138,9.2,1.933333333,2.533333333,138,0
2006,MIA,15,256,30,47,8,28,0,0,0,2,36,161,10.73333333,3.133333333,2.4,161,0
2006,MIN,15,286,18,29,21,28,0,0,1,4,49,171,11.4,1.933333333,3.266666667,171,0
2006,NE,15,214,41,38,20,22,1,0,2,1,42,175,11.66666667,2.533333333,2.8,175,0
2006,NO,15,291,14,38,11,17,0,1,1,1,28,118,7.866666667,2.533333333,1.866666667,118,0
2006,NYG,15,334,10,31,16,21,1,0,0,2,37,129,8.6,2.066666667,2.466666667,129,0
2006,NYJ,15,292,17,33,15,19,0,0,1,2,34,132,8.8,2.2,2.266666667,132,0
2006,OAK,15,309,13,33,18,14,1,0,0,2,32,124,8.266666667,2.2,2.133333333,124,0
2006,PHI,15,311,17,35,18,22,0,0,0,4,40,156,10.4,2.333333333,2.666666667,156,0
2006,PIT,15,298,19,39,20,22,0,1,0,3,42,162,10.8,2.6,2.8,162,0
2006,SD,15,283,20,59,16,22,0,0,0,0,38,155,10.33333333,3.933333333,2.533333333,155,0
2006,SEA,15,334,10,41,12,20,0,0,2,2,32,131,8.733333333,2.733333333,2.133333333,131,0
2006,SF,15,389,-3,31,12,16,1,1,0,0,28,88,5.866666667,2.066666667,1.866666667,88,0
2006,STL,15,360,4,30,15,23,0,0,0,0,38,110,7.333333333,2,2.533333333,110,0
2006,TB,15,330,6,25,11,19,0,0,2,3,30,113,7.533333333,1.666666667,2,113,0
2006,TEN,15,360,-2,24,17,29,2,1,0,4,46,144,9.6,1.6,3.066666667,144,0
2006,WAS,15,342,0,19,6,14,1,2,1,2,20,79,5.266666667,1.266666667,1.333333333,79,0
2007,ARI,15,380,-8,33,15,25,0,0,0,5,40,135,9,2.2,2.666666667,135,0
2007,ATL,15,373,0,21,15,16,0,0,0,0,31,83,5.533333333,1.4,2.066666667,83,0
2007,BAL,15,363,5,33,15,11,0,0,0,4,26,114,7.6,2.2,1.733333333,114,0
2007,BUF,15,337,3,21,17,22,2,0,0,4,39,130,8.666666667,1.4,2.6,130,0
2007,CAR,15,324,9,19,13,27,0,0,2,2,40,124,8.266666667,1.266666667,2.666666667,124,0
2007,CHI,15,323,10,39,14,28,0,3,4,6,42,183,12.2,2.6,2.8,183,0
2007,CIN,15,360,4,21,19,22,1,1,0,2,41,123,8.2,1.4,2.733333333,123,0
2007,CLE,15,375,5,23,17,18,1,0,0,3,35,118,7.866666667,1.533333333,2.333333333,118,0
2007,DAL,15,298,16,43,19,22,0,0,1,2,41,155,10.33333333,2.866666667,2.733333333,155,0
2007,DEN,15,390,-10,30,14,26,0,1,0,2,40,114,7.6,2,2.666666667,114,0
2007,DET,15,410,-10,36,17,31,1,2,2,4,48,156,10.4,2.4,3.2,156,0
2007,GB,15,278,22,35,17,21,0,0,0,3,38,151,10.06666667,2.333333333,2.533333333,151,0
2007,HOU,15,356,-1,29,11,20,0,0,1,2,31,104,6.933333333,1.933333333,2.066666667,104,0
2007,IND,15,246,23,27,22,22,2,1,0,2,44,156,10.4,1.8,2.933333333,156,0
2007,JAX,15,262,25,36,19,12,0,0,0,3,31,141,9.4,2.4,2.066666667,141,0
2007,KC,15,322,9,34,14,15,1,1,0,0,29,105,7,2.266666667,1.933333333,105,0
2007,MIA,15,399,-9,30,13,18,0,0,1,2,31,97,6.466666667,2,2.066666667,97,0
2007,MIN,15,289,22,34,17,23,1,0,0,7,40,180,12,2.266666667,2.666666667,180,0
2007,NE,15,239,29,46,18,18,0,1,0,5,36,179,11.93333333,3.066666667,2.4,179,0
2007,NO,15,355,1,30,12,20,1,0,1,3,32,117,7.8,2,2.133333333,117,0
